Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6072.687793,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6073.381814,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6074.075835,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6074.769857,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6075.463878,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6076.157900,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6076.851921,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6077.545943,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6078.239964,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6078.933986,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6079.628007,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6080.322029,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6081.016050,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6081.710072,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6082.404093,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6083.098114,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6083.792136,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6084.486157,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6085.180179,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6085.874200,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6086.568222,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6087.262243,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6087.956265,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6088.650286,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6089.344308,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6090.038329,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6090.732351,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6091.426372,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6092.120394,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6092.814415,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6093.508436,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6094.202458,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6094.896479,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
Time Offset Relative to Last,0.0200000000,0.0000333664,3.00,6095.590501,0,1,0.0000333664,10.00,6072.687793,0,1,0.0000000000,0.00,0.000000,0,0,0.0000000000,0.00,0.000000,0,0
